recordid;departmentname;regioncode;departmentcode;oktmodepartment;end_date;autokey
2593592076473997254;ТП В ПОС. ГЖЕЛЬ ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. В РАМЕНСКОМ Р-НЕ;50;500-142;;23.09.2021;MVDR23_DEPARTMENTS_2593592076473997254
2593592116319885305;ОТДЕЛЕНИЕ УФМС РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛ. В СУХОЛОЖСКОМ Р-НЕ;66;660-077;;23.09.2021;MVDR23_DEPARTMENTS_2593592116319885305
2593592724124866331;ОТДЕЛ УФМС РОССИИ ПО КИРОВСКОЙ ОБЛАСТИ В ПОСЕЛКЕ КУМЕНЫ (С МЕСТОМ ДИСЛОКАЦИИ В П. БОГОРОДСКОЕ);43;430-004-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592724124866331
2593592195701281889;УФМС РОССИИ ПО ТВЕРСКОЙ ОБЛАСТИ;69;690-044-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592195701281889
2593591982437701456;ОТДЕЛЕНИЕ ПО РАЙОНУ ЮЖНОЕ МЕДВЕДКОВО;77;770-220;;23.09.2021;MVDR23_DEPARTMENTS_2593591982437701456
2593592247735817385;УФМС РОССИИ ПО ТУЛЬСКОЙ ОБЛАСТИ;71;710-016-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592247735817385
2593592075861628869;ОВД Г. БЕРЕЗОВСКИЙ СВЕРДЛОВСКОЙ ОБЛ.;66;662-017;;23.09.2021;MVDR23_DEPARTMENTS_2593592075861628869
2593592206262539375;ТП УФМС РОССИИ ПО БРЯНСКОЙ ОБЛ. В РОГНЕДИНСКОМ РАЙОНЕ;32;320-025-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592206262539375
2593591961449404210;64 ОТДЕЛЕНИЕ МИЛИЦИИ 3 РУВД ЦАО Г.МОСКВЫ;77;773-015;;23.09.2021;MVDR23_DEPARTMENTS_2593591961449404210
2593592372658967890;"ТЕРРИТОРИАЛЬНЫЙ ПУНКТ ""ВОСТОЧНЫЙ"" ОТДЕЛА УФМС РОССИИ ПО АЛТАЙСКОМУ КРАЮ И РЕСПУБЛИКЕ АЛТАЙ В Г. БИЙСКЕ";22;220-010-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592372658967890
2593592320767038732;ОТДЕЛ УФМС РОССИИ ПО РЕСПУБЛИКЕ МАРИЙ ЭЛ В П.МЕДВЕДЕВО;12;120-011-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592320767038732
2593592411775047049;УПРАВЛЕНИЕМ ВНУТРЕННИХ ДЕЛ СЕРПУХОВСКОГО РАЙОНА ВСКОЙ ОБЛАСТИ;50;505633;;30.12.2022;MVDR23_DEPARTMENTS_2593592411775047049
2593592564539987534;ВТОРЫМ МЕЖРАЙОННЫМ ОТДЕЛОМ ВИР УВД ЗАПАДНОГО АДМИНИСТРАТИВНОГО ОКРУГА ГОРОДА МОСКВЫ;77;775662;;29.12.2022;MVDR23_DEPARTMENTS_2593592564539987534
2593592107889334254;ОТДЕЛЕНИЕ МИЛИЦИИ В Г.АЛЕЙСК-4;22;223-007;;23.09.2021;MVDR23_DEPARTMENTS_2593592107889334254
2593592239691142301;МИГРАЦИОННЫЙ ПУНКТ УФМС РОССИИ ПО АРХАНГЕЛЬСКОЙ ОБЛАСТИ И НЕНЕЦКОМУ АВТОНОМНОМУ ОКРУГУ В ЛЕШУКОНСКОМ РАЙОНЕ;29;290-018-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592239691142301
2593592456050120132;УПРАВЛЕНИЕМ ВНУТРЕННИХ ДЕЛ ОДИНЦОВСКОГО РАЙОНА МОСКОВСКОЙ ОБЛАСТИ;50;505628;;30.12.2022;MVDR23_DEPARTMENTS_2593592456050120132
2593592552980485696;СЕДЬМЫМ МЕЖРАЙОННЫМ ОТДЕЛОМ ВИР УВД ЦЕНТРАЛЬНОГО АДМИНИСТРАТИВНОГО ОКРУГА ГОРОДА МОСКВЫ;77;775647;;29.12.2022;MVDR23_DEPARTMENTS_2593592552980485696
2593592096204003293;ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ДАГЕСТАН В СУЛЕЙМАН-СТАЛЬСКОМ Р-НЕ;05;050-039;;23.09.2021;MVDR23_DEPARTMENTS_2593592096204003293
2593592379839616349;ТЕРРИТОРИАЛЬНЫЙ ПУНКТ УФМС РОССИИ ПО АЛТАЙСКОМУ КРАЮ И РЕСПУБЛИКЕ АЛТАЙ В С. ТРОИЦКОЕ;22;220-057-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592379839616349
2593592303486506229;УФМС РОССИИ ПО КАЛИНИНГРАДСКОЙ ОБЛАСТИ;39;390-005-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592303486506229
2593591983763101522;ОТДЕЛЕНИЕ ПО РАЙОНУ ТЕКСТИЛЬЩИКИ;77;770-437;;23.09.2021;MVDR23_DEPARTMENTS_2593591983763101522
2593592311581512960;МИГРАЦИОННЫЙ  ПУНКТ УФМС РОССИИ ПО РЕСПУБЛИКЕ КОМИ В ИЖЕМСКОМ РАЙОНЕ;11;110-008-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592311581512960
2593592244338431140;ТЕРРИТОРИАЛЬНЫЙ ПУНКТ УФМС РОССИИ ПО АРХАНГЕЛЬСКОЙ ОБЛАСТИ И НЕНЕЦКОМУ АВТОНОМНОМУ ОКРУГУ В ХОЛМОГОРСКОМ РАЙОНЕ;29;290-026-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592244338431140
2593592179637097547;МЕЖРАЙОННОЕ ОТДЕЛЕНИЕ УФМС РОССИИ ПО СМОЛЕНСКОЙ ОБЛАСТИ В ГОРОДЕ ПОЧИНОК;67;670-018-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592179637097547
2593592110674352114;ГЛАВНЫМ УПРАВЛЕНИЕМ ВНУТРЕННИХ ДЕЛ МОСКОВСКОЙ ОБЛАСТИ;50;501002;;30.12.2022;MVDR23_DEPARTMENTS_2593592110674352114
2593592725441877789;ОТДЕЛ УФМС РОССИИ ПО КИРОВСКОЙ ОБЛАСТИ В ПГТ. ОРИЧИ (С МЕСТОМ ДИСЛОКАЦИИ В П. ВЕРХОШИЖЕМЬЕ);43;430-006-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592725441877789
2593592035118159770;1 ОМ УВД ДМИТРОВСКОГО Р-НА МОСКОВСКОЙ ОБЛ.;50;503-141;;23.09.2021;MVDR23_DEPARTMENTS_2593592035118159770
2593591977832355657;ОВД КРАСНОСЕЛЬСКИЙ ПС №2 УВД ЦАО Г.МОСКВЫ;77;772-105;;23.09.2021;MVDR23_DEPARTMENTS_2593591977832355657
2593591999894394729;ТП №3 МО УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛАСТИ В ГОРОДСКОМ ПОСЕЛЕНИИ ЩЕЛКОВО;50;500-181;;23.09.2021;MVDR23_DEPARTMENTS_2593591999894394729
2593592313770939651;ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ КОМИ В Г.СОСНОГОРСКЕ;11;110-013-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592313770939651
2593592394561623408;МЕЖРАЙОННЫЙ ОТДЕЛ УФМС РОССИИ ПО АМУРСКОЙ ОБЛАСТИ В Г. БЕЛОГОРСКЕ;28;280-003-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592394561623408
2593592651672458938;МП УФМС РОССИИ ПО КАМЧАТСКОМУ КРАЮ В С. УСТЬ-ХАЙРЮЗОВО;41;410-020-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592651672458938
2593592267197387972;МИГРАЦИОННЫЙ ПУНКТ В ПОС. СОНКОВО ОТДЕЛА УФМС РОССИИ ПО ТВЕРСКОЙ ОБЛ. В БЕЖЕЦКОМ РАЙОНЕ;69;690-033-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592267197387972
2593592273304294605;ТЕРРИТОРИАЛЬНЫЙ ПУНКТ В ВАДИНСКОМ РАЙОНЕ.;58;580-015-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592273304294605
2593592376660333912;ТЕРРИТОРИАЛЬНЫЙ ПУНКТ УФМС РОССИИ ПО АЛТАЙСКОМУ КРАЮ И РЕСПУБЛИКЕ АЛТАЙ В С. ПЕТРОПАВЛОВСКОЕ;22;220-037-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592376660333912
2593592702557755134;УПРАВЛЕНИЕМ ВНУТРЕННИХ ДЕЛ ГАТЧИНСКОГО РАЙОНА ЛЕНИНГРАДСКОЙ ОБЛАСТИ;47;785836;;29.12.2022;MVDR23_DEPARTMENTS_2593592702557755134
2593591955308943145;ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА СЕВЕРНЫЙ ГОРОДА МОСКВЫ;77;772-053;;23.09.2021;MVDR23_DEPARTMENTS_2593591955308943145
2593592042474968994;ОВД КОЛПНЯНСКОГО Р-НА;57;572-011;;23.09.2021;MVDR23_DEPARTMENTS_2593592042474968994
2593592548073150010;ТЕРРИТОРИАЛЬНЫЙ ПУНКТ УФМС РОССИИ ПО ИРКУТСКОЙ ОБЛАСТИ В ЧУНСКОМ РАЙОНЕ;38;380-044-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592548073150010
2593592684178314980;ОТДЕЛЕНИЕ УФМС РОССИИ ПО КИРОВСКОЙ ОБЛАСТИ В ГОРОДЕ ЯРАНСКЕ (С МЕСТОМ ДИСЛОКАЦИИ В П. САНЧУРСК);43;430-028-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592684178314980
2593592722690414361;ОТДЕЛЕНИЕ УФМС РОССИИ ПО КИРОВСКОЙ ОБЛАСТИ В ГОРОДЕ ЯРАНСКЕ (С МЕСТОМ ДИСЛОКАЦИИ В П. КИКНУР);43;430-010-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592722690414361
2593591789063509568;ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ ИНГУШЕТИЯ В ГОР. КАРАБУЛАК;06;060-003;;23.09.2021;MVDR23_DEPARTMENTS_2593591789063509568
2593592629643974302;"ОТДЕЛЕНИЕМ ПО Р-НУ ""ЯКИМАНКА"" ОУФМС РОССИИ ПО ГОРОДУ МОСКВЕ В ЦЕНТРАЛЬНОМ АДМИНИСТРАТИВНОМ ОКРУГЕ";77;770012;;29.12.2022;MVDR23_DEPARTMENTS_2593592629643974302
2593592170652898370;МИГРАЦИОННЫЙ ПУНКТ УФМС РОССИИ ПО ИРКУТСКОЙ ОБЛАСТИ В УСТЬ-УДИНСКОМ РАЙОНЕ;38;380-043-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592170652898370
2593592558978340423;ВТОРЫМ МЕЖРАЙОННЫМ ОТДЕЛОМ ВИР УВД ЮГО-ВОСТОЧНОГО АДМИНИСТРАТИВНОГО ОКРУГА ГОРОДА МОСКВЫ;77;775655;;29.12.2022;MVDR23_DEPARTMENTS_2593592558978340423
2593592099492337634;ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ ДАГЕСТАН В РУТУЛЬСКОМ Р-НЕ;05;050-037;;23.09.2021;MVDR23_DEPARTMENTS_2593592099492337634
2593591943019632408;ОВД СОЛНЦЕВО УВД ЗАО Г. МОСКВЫ;77;772-036;;23.09.2021;MVDR23_DEPARTMENTS_2593591943019632408
2593591984417412947;2 ОМ ЧЕХОВСКОГО ОВД МОСКОВСКОЙ ОБЛ.;50;502-059;;23.09.2021;MVDR23_DEPARTMENTS_2593591984417412947
2593592245756105894;МРО УФМС РОССИ ПО ОРЛОВСКОЙ ОБЛАСТИ В ПГТ. ВЕРХОВЬЕ;57;570-036-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592245756105894
2593592324684518673;МИГРАЦИОННЫЙ ПУНКТ УФМС РОССИИ ПО ИВАНОВСКОЙ ОБЛАСТИ В ЮЖСКОМ МУНИЦИПАЛЬНОМ РАЙОНЕ;37;370-015-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592324684518673
2593592360814253377;"ТЕРРИТОРИАЛЬНЫЙ ПУНКТ ""ЗАРЕЧЬЕ"" ОТДЕЛА УФМС РОССИИ ПО АЛТАЙСКОМУ КРАЮ И РЕСПУБЛИКЕ АЛТАЙ В Г. БИЙСКЕ";22;220-077-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592360814253377
2593592538929567278;ТЕРРИТОРИАЛЬНЫЙ ПУНКТ УФМС РОССИИ ПО ИРКУТСКОЙ ОБЛАСТИ В  ЖИГАЛОВСКОМ РАЙОНЕ;38;380-034-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592538929567278
2593592028482770833;ТП В ПОС. НАРО-ФОМИНСК-10 УФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ.;50;500-214;;23.09.2021;MVDR23_DEPARTMENTS_2593592028482770833
2593592581820520035;ОТДЕЛЕНИЕ ПО АДМИНИСТРАТИВНОЙ ПРАКТИКЕ ОУФМС РОССИИ ПО Г. МОСКВЕ В НАО;77;770977;;29.12.2022;MVDR23_DEPARTMENTS_2593592581820520035
2593592095482583004;ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ ДАГЕСТАН В БАБАЮРТОВСКОМ Р-НЕ;05;050-018;;23.09.2021;MVDR23_DEPARTMENTS_2593592095482583004
2593592386022020452;УФМС РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ;66;660-066-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592386022020452
2593592090633967573;ШАЛИНСКИЙ ОВД СВЕРДЛОВСКОЙ ОБЛ.;66;662-058;;23.09.2021;MVDR23_DEPARTMENTS_2593592090633967573
2593592248423683242;ОУФМС ПО ЧЕЧЕНСКОЙ РЕСПУБЛИКЕ  В УРУС-МАРТАНОВСКОМ РАЙОНЕ;20;200-005-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592248423683242
2593592285149009115;МИГРАЦИОННЫЙ ПУНКТ УФМС РОССИИ ПО ПСКОВСКОЙ ОБЛАСТИ В УСВЯТСКОМ РАЙОНЕ;60;600-025-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592285149009115
2593592129271895049;ОТДЕЛ УФМС РОССИИ ПО АЛТАЙСКОМУ КРАЮ И РЕСПУБЛИКЕ АЛТАЙ В Г. НОВОАЛТАЙСКЕ;22;220-033-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592129271895049
2593592292237382886;ТЕРРИТОРИАЛЬНЫЙ ПУНКТ №1 УФМС РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛАСТИ В Г. РЫБИНСКЕ;76;760-011-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592292237382886
2593592089308567507;ОВД ДОКУЗПАРИНСКОГО Р-НА РЕСПУБЛИКИ ДАГЕСТАН;05;052-053;;23.09.2021;MVDR23_DEPARTMENTS_2593592089308567507
2593592075198928836;3 ОМ ЧЕХОВСКОГО ОВД МОСКОВСКОЙ ОБЛ.;50;502-060;;23.09.2021;MVDR23_DEPARTMENTS_2593592075198928836
2593591845619504782;1 ОТДЕЛЕНИЕ ОТДЕЛА ПО МОСКОВСКОМУ РАЙОНУ СПБ УВМ ГУ МВД РОССИИ ПО СПБ И ЛО;78;780-026;;23.09.2021;MVDR23_DEPARTMENTS_2593591845619504782
2593592241050096799;ОТДЕЛЕНИЕ УФМС РОССИИ ПО АРХАНГЕЛЬСКОЙ ОБЛАСТИ И НЕНЕЦКОМУ АВТОНОМНОМУ ОКРУГУ В НЯНДОМСКОМ РАЙОНЕ;29;290-021-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592241050096799
2593592113232877557;ОТДЕЛЕНИЕ УФМС РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛ. В Г. ЛЕСНОЙ;66;660-088;;23.09.2021;MVDR23_DEPARTMENTS_2593592113232877557
2593591989702235995;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ЧЕЛЯБИНСКОЙ ОБЛ. В АГАПОВСКОМ Р-НЕ;74;742-001;;23.09.2021;MVDR23_DEPARTMENTS_2593591989702235995
2593592183621686352;МИГРАЦИОННЫЙ ПУНКТ В ПОСЕЛКЕ ГОРОДСКОГО ТИПА ШУМЯЧИ МЕЖРАЙОННОГО ОТДЕЛА УФМС РОССИИ ПО СМОЛЕНСКОЙ ОБЛАСТИ В ГОРОДЕ РОСЛАВЛЬ;67;670-028-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592183621686352
2593592030823192468;ТП В Г. КЛИН-5 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. В КЛИНСКОМ Р-НЕ;50;500-212;;23.09.2021;MVDR23_DEPARTMENTS_2593592030823192468
2593591998376056679;БАРЫБИНСКИЙ ПОМ ДОМОДЕДОВСКОГО Р-НА МОСКОВСКОЙ ОБЛ.;50;502-004;;23.09.2021;MVDR23_DEPARTMENTS_2593591998376056679
2593592151057110053;МОСКОВСКИМ РУВД САНКТ-ПЕТЕРБУРГА;78;785302;;29.12.2022;MVDR23_DEPARTMENTS_2593592151057110053
2593592288907105505;ОТДЕЛ УФМС РОССИИ ПО КАЛИНИНГРАДСКОЙ ОБЛАСТИ В ЛАДУШКИНСКОМ ГОРОДСКОМ ОКРУГЕ;39;390-008-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592288907105505
2593592570747557462;ВТОРЫМ МЕЖРАЙОННЫМ ОТДЕЛОМ ВИР УВД ЮЖНОГО АДМИНИСТРАТИВНОГО ОКРУГА ГОРОДА МОСКВЫ;77;775673;;29.12.2022;MVDR23_DEPARTMENTS_2593592570747557462
2593591979837232972;ОТДЕЛЕНИЕ ПО РАЙОНУ МАТУШКИНО-САВЕЛКИ;77;771-005;;23.09.2021;MVDR23_DEPARTMENTS_2593591979837232972
2593591771053168165;МИШКИНСКИЙ РОВД РЕСПУБЛИКИ БАШКОРТОСТАН;02;022-057;;23.09.2021;MVDR23_DEPARTMENTS_2593591771053168165
2593591823540688496;АЙХАЛЬСКИЙ ГОМ УВД Г. МИРНОГО РЕСПУБЛИКИ САХА (ЯКУТИЯ);14;143-008;;23.09.2021;MVDR23_DEPARTMENTS_2593591823540688496
2593592147542283296;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ИВАНОВСКОЙ ОБЛАСТИ В ОКТЯБРЬСКОМ РАЙОНЕ Г. ИВАНОВО;37;370-001-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592147542283296
2593592234389542037;ТЕРРИТОРИАЛЬНЫЙ ПУНКТ В ПОСЕЛКЕ ГОРОДСКОГО ТИПА МОНАСТЫРЩИНА МЕЖРАЙОННОГО ОТДЕЛЕНИЯ УФМС РОССИИ ПО СМОЛЕНСКОЙ ОБЛАСТИ В ГОРОДЕ ПОЧИНОК;67;670-016-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592234389542037
2593592301733287155;ОТДЕЛ УФМС РОССИИ ПО КАЛИНИНГРАДСКОЙ ОБЛАСТИ В ЛЕНИНГРАДСКОМ РАЙОНЕ Г.КАЛИНИГРАДА.;39;390-003-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592301733287155
2593592533149816359;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ИРКУТСКОЙ ОБЛАСТИ В НИЖНЕУДИНСКЕ И НИЖНЕУДИНСКОМ РАЙОНЕ;38;380-022-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592533149816359
2593592728956704546;ОТДЕЛ УФМС РОССИИ ПО КРАСНОДАРСКОМУ КРАЮ В БЕЛОРЕЧЕНСКОМ  РАЙОНЕ;23;230-021-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592728956704546
2593592544323442229;ТЕРРИТОРИАЛЬНЫЙ ПУНКТ УФМС РОССИИ ПО ИРКУТСКОЙ ОБЛАСТИ В ОЛЬХОНСКОМ РАЙОНЕ;38;380-042-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592544323442229
2593592235672999063;ТЕРРИТОРИАЛЬНЫЙ ПУНКТ В ГОРОДЕ СЫЧЁВКА МЕЖРАЙОННОГО ОТДЕЛА УФМС РОССИИ ПО СМОЛЕНСКОЙ ОБЛАСТИ В ГОРОДЕ ВЯЗЬМА;67;670-023-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592235672999063
2593592268715726022;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ТУЛЬСКОЙ ОБЛАСТИ В БОГОРОДИЦКОМ РАЙОНЕ.;71;710-013-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592268715726022
2593592713404225293;МИГРАЦИОННЫЙ ПУНКТ УФМС РОССИИ ПО КРАСНОЯРСКОМУ КРАЮ В НИЖНЕИНГАШСКОМ РАЙОНЕ;24;240-031-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592713404225293
2593592016117962623;ТП №3 ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛАСТИ ПО СТУПИНСКОМУ МУНИЦИПАЛЬНОМУ РАЙОНУ;50;500-164;;23.09.2021;MVDR23_DEPARTMENTS_2593592016117962623
2593592026486282126;ОВД Г. ТРОИЦКА МОСКОВСКОЙ ОБЛ.;50;502-021;;23.09.2021;MVDR23_DEPARTMENTS_2593592026486282126
2593592243709285539;МЕЖРАЙОННОЕ ОТДЕЛЕНИЕ №4 УФМС РОССИИ ПО АРХАНГЕЛЬСКОЙ ОБЛАСТИ И НЕНЕЦКОМУ АВТОНОМНОМУ ОКРУГУ В Г. АРХАНГЕЛЬСКЕ;29;290-025-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592243709285539
2593592367919404363;ОТДЕЛЕНИЕ УФМС РОССИИ ПО САРАТОВСКОЙ ОБЛАСТИ В ВОЛЖСКОМ РАЙОНЕ Г. САРАТОВА;64;640-001-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592367919404363
2593592064318904248;ТП ОУФМС РОССИИ ПО МОСКОВСКОЙ ОБЛ. В ДМИТРОВСКОМ Р-НЕ В С. РОГАЧЕВО;50;500-022;;23.09.2021;MVDR23_DEPARTMENTS_2593592064318904248
2593592534819149353;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ИРКУТСКОЙ ОБЛАСТИ В Г. ТАЙШЕТЕ И ТАЙШЕТСКОМ РАЙОНЕ;38;380-027-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592534819149353
2593592716214408977;ОТДЕЛЕНИЕ УФМС РОССИИ ПО КИРОВСКОЙ ОБЛАСТИ В ЮРЬЯНСКОМ РАЙОНЕ (С МЕСТОМ ДИСЛОКАЦИИ В ПГТ ПЕРВОМАЙСКИЙ );43;430-050-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592716214408977
2593592543476192820;МИГРАЦИОННЫЙ ПУНКТ УФМС РОССИИ ПО ИРКУТСКОЙ ОБЛАСТИ В МАМСКО-ЧУЙСКОМ РАЙОНЕ;38;380-041-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592543476192820
2593592703958652672;КРОНШТАДТСКИМ РУВД САНКТ-ПЕТЕРБУРГА;78;785262;;29.12.2022;MVDR23_DEPARTMENTS_2593592703958652672
2593592665102620365;ОТДЕЛЕНИЕ УФМС РОССИИ ПО КАМЧАТСКОМУ КРАЮ В ЕЛИЗОВСКОМ РАЙОНЕ;41;410-005-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592665102620365
2593591966709061433;ПАСПОРТНО-ВИЗОВОЕ ОТДЕЛЕНИЕ ОВД РАЙОНА С.ЧЕРТАНОВО ГОРОДА МОСКВЫ;77;772-006;;23.09.2021;MVDR23_DEPARTMENTS_2593591966709061433
2593592368632436044;ОТДЕЛ УФМС РОССИИ ПО АЛТАЙСКОМУ КРАЮ И РЕСПУБЛИКЕ АЛТАЙ В Р.П. БЛАГОВЕЩЕНКА;22;220-005-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592368632436044
2593592250277565613;ОТДЕЛЕНИЕ УФМС РОССИИ ПО ТВЕРСКОЙ ОБЛ. В НЕЛИДОВСКОМ РАЙОНЕ;69;690-025-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592250277565613
2593592332292986139;ТП УФМС РОССИИ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ В ИЛОВЛИНСКОМ РАЙОНЕ.;34;340-017-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592332292986139
2593592310214169854;ОТДЕЛЕНИЕ УФМС РОССИИ ПО РЕСПУБЛИКЕ КОМИ В Г.ПЕЧОРЕ;11;110-005-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592310214169854
2593591834076780158;ТП УФМС РОССИИ ПО РЕСПУБЛИКЕ САХА (ЯКУТИЯ) В ПОС. МОХСОГОЛОХ ХАНГАЛАССКОГО Р-НА;14;140-050;;23.09.2021;MVDR23_DEPARTMENTS_2593591834076780158
2593592200164021351;МИГРАЦИОННЫЙ ПУНКТ В П. СЕВЕРНЫЙ ОТДЕЛА УФМС РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ В БЕЛГОРОДСКОМ РАЙОНЕ;31;310-042-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592200164021351
2593592122384847873;ТП УФМС РОССИИ ПО СВЕРДЛОВСКОЙ ОБЛ. В СЛОБОДО-ТУРИНСКОМ Р-НЕ;66;660-076;;23.09.2021;MVDR23_DEPARTMENTS_2593592122384847873
2593592652402267835;МП УФМС РОССИИ ПО КАМЧАТСКОМУ КРАЮ В ТИГИЛЬСКОМ РАЙОНЕ;41;410-019-O;;23.09.2021;MVDR23_DEPARTMENTS_2593592652402267835
